ssid,rssi,mac,lat,lng,alt,hdop,sat,calidad,timestamp,color
FIIS_Docentes,-76,78:72:5D:02:12:C0,-12.015255,-77.049942,125.6,0.93,8,Intermedia,2025-06-21T14:08:09.190993,orange
WI_FIIS,-80,78:72:5D:02:12:C3,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:10.858436,red
WI_FIIS,-85,00:D7:8F:89:A3:C3,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:12.563108,red
FIIS_Docentes,-86,00:D7:8F:89:A3:C0,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:14.695506,red
UNI_LIBRE_H,-86,D4:4F:67:58:BC:E0,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:15.417186,red
FIIS_Estudiantes,-87,00:D7:8F:89:A3:C1,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:15.912777,red
UNI_LIBRE_H,-89,CC:20:8C:BA:DD:30,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:16.537101,red
FIIS_Estudiantes,-90,00:A2:EE:66:28:81,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:17.945407,red
EB9CB516-uE8BkUdBKM1AOk6,-90,E0:BB:9E:9C:B5:16,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:19.815757,red
WIN,-92,44:3B:14:7D:6B:70,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:20.440299,red
WI_FIIS,-92,00:A2:EE:66:28:83,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:22.332004,red
Galaxy A04s 6FA3,-92,DE:6D:F1:C5:89:A7,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:25.746878,red
POCO X3 Pro,-93,1A:ED:EA:68:08:42,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:26.815111,red
FIIS_Docentes,-94,00:A2:EE:66:28:80,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:28.640534,red
VALESKA,-95,F4:52:46:15:EB:8F,-12.015255,-77.049942,125.6,0.93,8,Mala,2025-06-21T14:08:30.140072,red
TeleMallqui,-16,B2:A6:11:D3:04:F9,-12.015238,-77.050247,125.6,0.93,8,Buena,2025-06-21T14:08:36.352808,green
FIIS_Estudiantes,-67,00:A2:EE:DA:8B:41,-12.015238,-77.050247,125.6,0.93,8,Buena,2025-06-21T14:08:37.448242,green
WI_FIIS,-67,00:A2:EE:DA:8B:43,-12.015238,-77.050247,125.6,0.93,8,Buena,2025-06-21T14:08:39.097648,green
WI_FIIS,-75,00:D7:8F:89:A3:C3,-12.015238,-77.050247,125.6,0.93,8,Intermedia,2025-06-21T14:08:39.541107,orange
FIIS_Docentes,-76,00:D7:8F:89:A3:C0,-12.015238,-77.050247,125.6,0.93,8,Intermedia,2025-06-21T14:08:44.439392,orange
FIIS_Estudiantes,-76,00:D7:8F:89:A3:C1,-12.015238,-77.050247,125.6,0.93,8,Intermedia,2025-06-21T14:08:45.639047,orange
FIIS_Estudiantes,-78,00:F2:8B:E4:8E:01,-12.015238,-77.050247,125.6,0.93,8,Intermedia,2025-06-21T14:08:46.322046,orange
UNI_LIBRE_H,-78,CC:20:8C:BA:DD:30,-12.015238,-77.050247,125.6,0.93,8,Intermedia,2025-06-21T14:08:46.646480,orange
WI_FIIS,-79,20:BB:C0:1D:64:63,-12.015238,-77.050247,125.6,0.93,8,Intermedia,2025-06-21T14:08:47.649244,orange
WI_FIIS,-79,00:F2:8B:E4:8E:03,-12.015238,-77.050247,125.6,0.93,8,Intermedia,2025-06-21T14:08:48.075179,orange
UNI_LIBRE_H,-83,D4:4F:67:58:BD:A0,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:08:48.295643,red
FIIS_Estudiantes,-86,20:BB:C0:1D:64:61,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:08:50.711823,red
UNI_LIBRE_H,-86,CC:20:8C:BA:DB:B0,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:08:53.612298,red
Galaxy A310C40,-89,4A:F6:8C:BA:65:B1,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:08:56.317053,red
WI_FIIS,-90,00:A2:EE:E1:92:23,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:08:57.107530,red
WIN,-92,44:3B:14:7D:6B:70,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:08:58.517395,red
EB9CB0A6-uE8BkUdB2c1AOmm,-92,E0:BB:9E:9C:B0:A6,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:09:00.440787,red
FIIS_Docentes,-94,00:A2:EE:E1:92:40,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:09:01.925268,red
WI_FIIS,-94,00:A2:EE:E1:92:43,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:09:03.723412,red
Galaxy A04249c,-94,0A:B0:7E:3C:4F:2C,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:09:06.726771,red
FIIS_Docentes,-95,00:A2:EE:E1:92:20,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:09:07.308671,red
Galaxy A25 5G 8A0C,-96,4E:7A:56:26:54:89,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:09:09.120279,red
GalaxyA12,-97,7A:F0:A9:56:85:24,-12.015238,-77.050247,125.6,0.93,8,Mala,2025-06-21T14:09:09.922650,red
TeleMallqui,-16,B2:A6:11:D3:04:F9,-12.015255,-77.050476,122.1,0.93,8,Buena,2025-06-21T14:09:14.254128,green
UNI_LIBRE_H,-73,C0:3F:DD:06:32:60,-12.015255,-77.050476,122.1,0.93,8,Intermedia,2025-06-21T14:09:16.901927,orange
GalaxyA12,-76,7A:F0:A9:56:85:24,-12.015255,-77.050476,122.1,0.93,8,Intermedia,2025-06-21T14:09:18.603727,orange
FIIS_Docentes,-79,00:A2:EE:DA:8B:40,-12.015255,-77.050476,122.1,0.93,8,Intermedia,2025-06-21T14:09:19.200888,orange
FIIS_Estudiantes,-81,00:A2:EE:DA:8B:41,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:19.649876,red
WI_FIIS,-88,00:A2:EE:DA:8B:43,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:20.223935,red
DIRECT-epson-026d-0-001,-88,A6:D7:3C:49:3A:9D,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:22.698176,red
WI_FIIS,-88,00:F2:8B:E4:8E:03,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:23.094803,red
Lopez,-89,B0:CC:FE:37:29:E0,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:23.695294,red
FIIS_Docentes,-90,00:A2:EE:E1:92:20,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:25.604883,red
UNI_LIBRE_H,-90,CC:20:8C:BA:DC:70,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:27.606397,red
Galaxy A04249c,-91,0A:B0:7E:3C:4F:2C,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:28.684423,red
WIN,-91,44:3B:14:7D:6B:70,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:30.012122,red
TP-Link_9858,-91,40:ED:00:01:98:58,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:31.904144,red
FIIS_Docentes,-91,00:F2:8B:E4:8E:00,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:36.804447,red
FIIS_Estudiantes,-91,00:A2:EE:E1:92:21,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:37.509495,red
WI_FIIS,-92,00:A2:EE:E1:92:23,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:38.102563,red
Galaxy A03 Core7852,-93,8A:4A:1A:C0:60:E5,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:39.509197,red
FIIS_Estudiantes,-95,00:F2:8B:E4:8E:01,-12.015255,-77.050476,122.1,0.93,8,Mala,2025-06-21T14:09:40.105255,red
TeleMallqui,-14,B2:A6:11:D3:04:F9,-12.015281,-77.050774,120.4,0.93,8,Buena,2025-06-21T14:09:44.538403,green
GalaxyA12,-78,7A:F0:A9:56:85:24,-12.015281,-77.050774,120.4,0.93,8,Intermedia,2025-06-21T14:09:46.085176,orange
Galaxy A04249c,-81,0A:B0:7E:3C:4F:2C,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:48.503548,red
UNI_LIBRE_H,-83,C0:3F:DD:06:32:60,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:49.706407,red
FIIS_Docentes,-87,00:A2:EE:DA:8B:40,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:50.744637,red
WIN,-89,44:3B:14:7D:6B:70,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:51.235532,red
OREJASCATA 2.4,-91,FC:4D:A6:F9:A4:E4,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:51.607482,red
Lopez,-92,B0:CC:FE:37:29:E0,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:51.977322,red
R3PISOB,-92,F4:F2:6D:8B:83:B0,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:52.578604,red
TP-Link_9858,-93,40:ED:00:01:98:58,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:53.275112,red
WI_FIIS,-94,00:A2:EE:DA:8B:43,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:54.270331,red
CasaUNI_RyO,-94,F4:E4:51:B5:51:F0,-12.015281,-77.050774,120.4,0.93,8,Mala,2025-06-21T14:09:56.287684,red
TeleMallqui,-15,B2:A6:11:D3:04:F9,-12.015265,-77.051064,121.3,0.93,8,Buena,2025-06-21T14:10:02.197415,green
GalaxyA12,-72,7A:F0:A9:56:85:24,-12.015265,-77.051064,121.3,0.93,8,Intermedia,2025-06-21T14:10:04.188754,orange
UNI_LIBRE_H,-83,C0:3F:DD:06:32:60,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:06.359434,red
FAMILIA SS,-87,F4:52:46:1E:83:6F,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:08.180141,red
TP-Link_9858,-87,40:ED:00:01:98:58,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:08.783886,red
Galaxy A30s0AB8,-89,92:FB:B3:B1:EA:60,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:09.374107,red
EMERSON,-89,F8:79:28:84:58:1E,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:09.969282,red
WIN,-90,44:3B:14:7D:6B:70,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:10.641712,red
CUARTO PISO,-90,F0:A7:31:52:1E:D6,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:12.471693,red
WI_FIIS,-90,00:F2:8B:E4:8E:03,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:13.282143,red
FIIS_Docentes,-91,00:A2:EE:DA:8B:40,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:14.074609,red
MOVISTAR INTERNET,-91,FC:5A:1D:E1:54:08,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:14.690102,red
FIIS_Estudiantes,-92,00:A2:EE:DA:8B:41,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:16.280644,red
Lopez,-92,B0:CC:FE:37:29:E0,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:17.170027,red
FIIS_Estudiantes,-92,00:F2:8B:E4:8E:01,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:18.483653,red
FIIS_Docentes,-93,00:F2:8B:E4:8E:00,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:20.277831,red
Galaxy A04249c,-94,0A:B0:7E:3C:4F:2C,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:20.887402,red
A23,-97,FE:F8:3A:C5:F3:B0,-12.015265,-77.051064,121.3,0.93,8,Mala,2025-06-21T14:10:22.284785,red
TeleMallqui,-16,B2:A6:11:D3:04:F9,-12.015261,-77.051262,121.5,0.89,9,Buena,2025-06-21T14:10:26.141602,green
GalaxyA12,-71,7A:F0:A9:56:85:24,-12.015261,-77.051262,121.5,0.89,9,Intermedia,2025-06-21T14:10:27.238484,orange
WIN,-87,44:3B:14:7D:6B:70,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:27.854249,red
EJERCITO,-90,F8:79:28:84:2B:24,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:29.873337,red
WI_FIIS,-91,00:A2:EE:DA:8B:43,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:32.457053,red
Galaxy A30s0AB8,-92,92:FB:B3:B1:EA:60,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:34.243781,red
FTTH-CONECTA3979,-92,1C:EF:03:F4:38:7E,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:40.842259,red
hw_manage_2e20,-92,C0:3F:DD:06:2E:2B,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:42.248193,red
FIIS_Estudiantes,-94,00:A2:EE:DA:8B:41,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:43.423693,red
EMERSON,-94,F8:79:28:84:58:1E,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:45.641218,red
FIIS_Docentes,-95,00:A2:EE:DA:8B:40,-12.015261,-77.051262,121.5,0.89,9,Mala,2025-06-21T14:10:47.043973,red
TeleMallqui,-17,B2:A6:11:D3:04:F9,-12.015261,-77.051506,123.4,0.98,9,Buena,2025-06-21T14:10:51.972853,green
GalaxyA12,-76,7A:F0:A9:56:85:24,-12.015261,-77.051506,123.4,0.98,9,Intermedia,2025-06-21T14:10:54.692851,orange
WIN,-87,44:3B:14:7D:6B:70,-12.015261,-77.051506,123.4,0.98,9,Mala,2025-06-21T14:10:55.058813,red
